1	g5641.t1	100.000	9	0	0	1	9	25	33	2.0	21.6
1	g15153.t1	100.000	9	0	0	1	9	25	33	2.1	21.6
2	g5641.t1	100.000	9	0	0	1	9	36	44	1.5	21.9
2	g12562.t1	88.889	9	1	0	1	9	36	44	3.3	20.8
2	g5616.t1	88.889	9	1	0	1	9	36	44	6.7	20.0
2	g15153.t1	77.778	9	2	0	1	9	36	44	7.5	20.0
3	g5641.t1	100.000	13	0	0	1	13	155	167	0.26	24.6
4	g5641.t1	100.000	11	0	0	1	11	144	154	0.053	26.2
4	g12562.t1	72.727	11	3	0	1	11	144	154	1.6	21.9
4	g5616.t1	72.727	11	3	0	1	11	144	154	3.1	21.2
4	g702.t1	63.636	11	4	0	1	11	145	155	3.7	21.2
4	g15153.t1	63.636	11	4	0	1	11	144	154	5.4	20.4
5	g13530.t1	100.000	15	0	0	1	15	224	238	0.002	30.8
6	g13530.t1	100.000	15	0	0	1	15	88	102	6.14e-04	32.0
7	g14472.t1	100.000	16	0	0	1	16	368	383	0.002	30.8
8	g4106.t1	100.000	18	0	0	1	18	222	239	2.00e-06	39.3
8	g7861.t1	62.500	16	6	0	1	16	64	79	0.65	23.5
8	g4970.t1	57.143	14	6	0	5	18	134	147	8.8	20.4
9	g10513.t1	100.000	15	0	0	1	15	305	319	0.003	30.0
9	g11806.t1	66.667	15	5	0	1	15	152	166	3.9	21.2
9	g16318.t1	66.667	15	5	0	1	15	224	238	4.9	21.2
9	g16368.t1	66.667	15	5	0	1	15	204	218	5.2	20.8
10	g3428.t1	100.000	11	0	0	1	11	160	170	0.055	26.2
10	g11513.t1	87.500	8	1	0	2	9	872	879	8.3	20.0
11	g3428.t1	100.000	11	0	0	1	11	129	139	0.11	25.4
12	g5616.t1	100.000	12	0	0	1	12	155	166	0.42	23.9
13	g5616.t1	100.000	12	0	0	1	12	143	154	0.026	27.3
13	g12562.t1	100.000	11	0	0	2	12	144	154	0.052	26.6
13	g5443.t1	91.667	12	1	0	1	12	56	67	0.094	25.8
13	g5502.t1	91.667	12	1	0	1	12	151	162	0.14	25.0
13	g15153.t1	90.909	11	1	0	2	12	144	154	0.21	24.6
13	g5503.t1	91.667	12	1	0	1	12	151	162	0.28	24.3
13	g5467.t1	100.000	9	0	0	1	9	128	136	1.3	22.3
13	g5641.t1	72.727	11	3	0	2	12	144	154	3.0	21.6
14	g5641.t1	100.000	9	0	0	1	9	25	33	2.0	21.6
14	g15153.t1	100.000	9	0	0	1	9	25	33	2.1	21.6
15	g15153.t1	100.000	10	0	0	1	10	45	54	0.19	24.6
15	g12562.t1	80.000	10	2	0	1	10	45	54	0.95	22.7
15	g5641.t1	80.000	10	2	0	1	10	45	54	1.1	22.3
15	g5616.t1	80.000	10	2	0	1	10	45	54	1.4	21.9
15	g5503.t1	80.000	10	2	0	1	10	53	62	5.4	20.4
15	g5502.t1	80.000	10	2	0	1	10	53	62	6.6	20.0
16	g5510.t1	100.000	9	0	0	1	9	169	177	0.32	23.9
17	g12510.t1	100.000	12	0	0	1	12	306	317	0.16	25.0
19	g5237.t1	100.000	13	0	0	1	13	91	103	0.004	29.6
20	g12510.t1	100.000	18	0	0	1	18	425	442	3.47e-07	41.6
20	g11320.t1	66.667	12	4	0	4	15	166	177	4.1	21.6
20	g8312.t1	61.538	13	5	0	1	13	148	160	5.6	21.2
21	g12510.t1	100.000	22	0	0	1	22	443	464	1.49e-09	48.5
21	g5927.t1	56.250	16	7	0	7	22	598	613	2.4	22.3
21	g8100.t1	56.250	16	7	0	1	16	927	942	9.9	20.8
22	g5641.t1	100.000	9	0	0	1	9	25	33	2.0	21.6
22	g15153.t1	100.000	9	0	0	1	9	25	33	2.1	21.6
23	g5641.t1	100.000	9	0	0	1	9	36	44	1.5	21.9
23	g12562.t1	88.889	9	1	0	1	9	36	44	3.3	20.8
23	g5616.t1	88.889	9	1	0	1	9	36	44	6.7	20.0
23	g15153.t1	77.778	9	2	0	1	9	36	44	7.5	20.0
24	g12562.t1	100.000	9	0	0	1	9	128	136	1.00	22.3
24	g5502.t1	100.000	9	0	0	1	9	136	144	1.0	22.3
24	g5641.t1	100.000	9	0	0	1	9	128	136	1.2	22.3
24	g5503.t1	100.000	9	0	0	1	9	136	144	1.2	22.3
24	g1285.t1	100.000	9	0	0	1	9	138	146	1.2	22.3
24	g15153.t1	100.000	9	0	0	1	9	128	136	1.3	22.3
24	g5616.t1	88.889	9	1	0	1	9	128	136	2.3	21.6
24	g12388.t1	88.889	9	1	0	1	9	136	144	4.9	20.4
